first_name,last_name,email,salary,country,date_of_birth,gender,phone_number,joining_date,status,department,job_title
John,Rodriguez,john.rodriguez201@example.com,95610.77,Brazil,1996-11-21,Male,+12781084658,2019-10-18,Active,Product,HR Specialist
Olivia,Brown,olivia.brown202@example.com,45863.24,Australia,1970-07-11,Female,+14973891192,2011-10-23,Active,Sales,Product Manager
David,Davis,david.davis203@example.com,105732.06,Canada,1999-11-03,Female,+13445647052,2017-11-10,Suspended,Quality Assurance,HR Specialist
Emma,Brown,emma.brown204@example.com,105298.27,France,1970-08-18,Female,+18590724416,2023-09-29,Suspended,Marketing,Data Scientist
Katie,Miller,katie.miller205@example.com,87857.48,Canada,1973-08-12,Female,+12839376435,2020-02-20,On Leave,Human Resources,Data Scientist
Laura,Lopez,laura.lopez206@example.com,67734.58,UK,1977-07-31,Other,+16281790953,2013-09-05,Suspended,Quality Assurance,Product Manager
Jane,Anderson,jane.anderson207@example.com,88884.0,Canada,1978-09-10,Female,+11642300405,2014-09-30,Terminated,Human Resources,HR Specialist
Michael,Hernandez,michael.hernandez208@example.com,109473.1,Australia,1981-02-14,Other,+17703203055,2010-04-24,Terminated,Human Resources,DevOps Engineer
Chris,Moore,chris.moore209@example.com,114911.88,UK,1995-01-26,Male,+11230968116,2014-10-20,On Leave,Quality Assurance,Data Scientist
Robert,Taylor,robert.taylor210@example.com,145198.58,Germany,1998-03-04,Other,+15068857184,2012-08-07,Suspended,Operations,Software Engineer
John,Jones,john.jones211@example.com,73502.11,Australia,1979-10-02,Male,+14162962543,2021-03-13,Suspended,Marketing,DevOps Engineer
Sophia,Davis,sophia.davis212@example.com,76102.04,Australia,1985-11-02,Male,+12653062766,2020-05-06,Suspended,Data,Sales Representative
John,Martin,john.martin213@example.com,72168.17,Australia,1995-05-23,Female,+14373076095,2022-08-05,Suspended,Operations,QA Engineer
Sarah,Lopez,sarah.lopez214@example.com,106768.09,Canada,1976-11-07,Other,+14871840918,2014-03-09,Suspended,Sales,Software Engineer
Chris,Johnson,chris.johnson215@example.com,135785.5,UK,1993-04-29,Male,+18878731387,2021-04-06,Suspended,Product,DevOps Engineer
Laura,Smith,laura.smith216@example.com,146771.42,USA,2000-05-21,Female,+19871760769,2012-07-23,On Leave,Human Resources,Sales Representative
Joseph,Rodriguez,joseph.rodriguez217@example.com,112229.93,USA,1970-07-18,Male,+18170376121,2019-04-27,On Leave,Engineering,Sales Representative
Charles,Davis,charles.davis218@example.com,85524.25,Canada,1981-12-21,Female,+16244232224,2021-07-04,On Leave,Product,QA Engineer
Sophia,Lopez,sophia.lopez219@example.com,94196.32,Australia,1997-08-13,Female,+11500223204,2015-04-29,Suspended,Product,Software Engineer
Katie,Martin,katie.martin220@example.com,129888.27,Australia,1991-01-19,Female,+11864178285,2017-05-04,Terminated,Operations,Product Manager
John,Thomas,john.thomas221@example.com,55939.5,Germany,2000-11-20,Other,+13466350500,2013-04-14,Active,Product,Sales Representative
John,Jackson,john.jackson222@example.com,97347.73,Australia,1990-10-15,Male,+13670677124,2020-05-18,Suspended,Product,Software Engineer
Emily,Martinez,emily.martinez223@example.com,134586.23,Canada,1994-05-04,Other,+19785686831,2023-06-03,Terminated,Data,Sales Representative
Katie,Jones,katie.jones224@example.com,134175.66,UK,1991-03-06,Male,+15866817656,2016-02-12,Terminated,Quality Assurance,HR Specialist
Isabella,Taylor,isabella.taylor225@example.com,74874.7,South Africa,1981-11-13,Male,+15408796123,2021-01-27,Suspended,Marketing,HR Specialist
Emily,Johnson,emily.johnson226@example.com,76368.63,Canada,1982-02-21,Male,+14010070422,2015-08-14,Terminated,Product,HR Specialist
Isabella,Brown,isabella.brown227@example.com,94683.51,Canada,1978-11-29,Other,+13024390584,2016-03-13,Active,Product,Sales Representative
Ava,Johnson,ava.johnson228@example.com,64355.99,France,1978-05-14,Female,+18493016700,2023-07-11,Terminated,Human Resources,Product Manager
Ava,Jackson,ava.jackson229@example.com,69861.56,France,1990-06-17,Other,+19404522670,2019-09-18,Active,Human Resources,Data Scientist
Katie,Jackson,katie.jackson230@example.com,55602.26,Australia,1974-08-27,Other,+12089491961,2015-08-06,Active,Marketing,Marketing Analyst
Michael,Jones,michael.jones231@example.com,44712.25,UK,1982-05-30,Female,+16619270059,2022-08-02,Active,Human Resources,Marketing Analyst
Jane,Garcia,jane.garcia232@example.com,110784.53,UK,1995-04-03,Other,+18750965431,2021-04-14,Terminated,Product,Sales Representative
Jane,Williams,jane.williams233@example.com,135311.25,India,1988-03-10,Female,+14539884103,2010-11-19,On Leave,Sales,DevOps Engineer
Emma,Taylor,emma.taylor234@example.com,59607.25,Germany,1978-10-18,Other,+16729994633,2016-06-26,Suspended,Marketing,Sales Representative
Chris,Thomas,chris.thomas235@example.com,134217.58,Australia,1974-01-23,Female,+12471679608,2014-07-10,Terminated,Sales,HR Specialist
Laura,Gonzalez,laura.gonzalez236@example.com,144494.92,Australia,1999-02-15,Male,+19297012542,2013-01-06,On Leave,Data,Software Engineer
Charles,Williams,charles.williams237@example.com,41941.76,Brazil,1993-06-24,Male,+14970799410,2022-08-22,Terminated,Human Resources,Sales Representative
Jane,Miller,jane.miller238@example.com,74523.69,Canada,1971-01-08,Other,+17468009476,2013-03-18,Suspended,Product,DevOps Engineer
Robert,Garcia,robert.garcia239@example.com,92663.17,France,1996-12-22,Female,+13855168878,2016-05-22,Active,Human Resources,Software Engineer
Isabella,Jones,isabella.jones240@example.com,112530.95,France,1999-01-02,Male,+19122509876,2023-07-29,Terminated,Product,QA Engineer
Laura,Thomas,laura.thomas241@example.com,75317.61,France,1996-12-31,Female,+18389963325,2022-11-04,Active,Marketing,HR Specialist
James,Jackson,james.jackson242@example.com,107927.08,India,1981-02-09,Female,+11186995529,2013-05-27,On Leave,Operations,Marketing Analyst
David,Martinez,david.martinez243@example.com,120303.89,USA,1993-03-12,Male,+16882437244,2023-12-14,Terminated,Data,Sales Representative
Sarah,Wilson,sarah.wilson244@example.com,102357.94,Japan,1975-09-27,Male,+17428696750,2013-04-16,Active,Marketing,Data Scientist
Laura,Garcia,laura.garcia245@example.com,83778.84,India,1978-07-21,Other,+12826039614,2016-03-02,On Leave,Engineering,Data Scientist
Chris,Lopez,chris.lopez246@example.com,44529.92,South Africa,1997-09-04,Female,+18406788937,2017-06-09,On Leave,Data,Sales Representative
Laura,Moore,laura.moore247@example.com,99154.17,Canada,1972-08-27,Female,+19631258506,2019-03-08,On Leave,Engineering,Software Engineer
Olivia,Martinez,olivia.martinez248@example.com,82437.21,India,1972-06-30,Other,+16862651244,2014-03-30,Terminated,Data,QA Engineer
David,Garcia,david.garcia249@example.com,61485.6,India,1982-09-30,Other,+16709608891,2018-12-23,Terminated,Data,QA Engineer
Charles,Martin,charles.martin250@example.com,112747.33,Canada,1989-05-22,Other,+18353745040,2017-10-16,Active,Product,HR Specialist
Olivia,Davis,olivia.davis251@example.com,73756.38,Brazil,1971-11-03,Male,+11177680771,2018-07-03,On Leave,Marketing,QA Engineer
Joseph,Martin,joseph.martin252@example.com,90248.03,Canada,1983-10-17,Male,+11413992457,2017-03-19,Suspended,Quality Assurance,DevOps Engineer
John,Martin,john.martin253@example.com,85884.83,South Africa,1973-03-02,Male,+14260736546,2018-04-06,Active,Operations,Software Engineer
Joseph,Martinez,joseph.martinez254@example.com,58515.94,France,1995-03-27,Other,+11810435235,2022-09-08,Suspended,Engineering,Marketing Analyst
David,Jones,david.jones255@example.com,74242.87,UK,1971-07-17,Female,+15237403695,2022-01-28,Suspended,Operations,QA Engineer
Alex,Martin,alex.martin256@example.com,142576.1,Australia,1992-06-17,Other,+18788221530,2015-06-30,Suspended,Human Resources,Data Scientist
Robert,Jackson,robert.jackson257@example.com,60556.1,USA,2000-08-27,Other,+19865894519,2014-01-26,Suspended,Quality Assurance,Data Scientist
Sarah,Jackson,sarah.jackson258@example.com,135902.07,Brazil,1999-07-12,Male,+18069371688,2020-06-05,On Leave,Marketing,HR Specialist
David,Wilson,david.wilson259@example.com,107333.56,India,1980-08-29,Female,+16432289316,2021-03-04,On Leave,Product,Product Manager
Chris,Martin,chris.martin260@example.com,136817.44,India,1978-03-21,Other,+17798388538,2020-09-18,Terminated,Quality Assurance,DevOps Engineer
John,Moore,john.moore261@example.com,107538.58,Australia,1993-11-26,Other,+11726801317,2016-01-13,On Leave,Operations,QA Engineer
Charles,Garcia,charles.garcia262@example.com,122753.37,France,1982-07-03,Other,+19058964497,2020-03-23,Suspended,Sales,Marketing Analyst
Charles,Williams,charles.williams263@example.com,45667.92,Germany,1995-04-05,Male,+17365750560,2022-05-29,Suspended,Sales,Product Manager
Michael,Rodriguez,michael.rodriguez264@example.com,51423.93,Japan,1995-04-26,Female,+17849094801,2021-11-11,Active,Human Resources,Product Manager
Alex,Gonzalez,alex.gonzalez265@example.com,74101.62,France,1978-07-30,Female,+11625836042,2016-10-26,Suspended,Quality Assurance,Marketing Analyst
Laura,Smith,laura.smith266@example.com,138295.47,Australia,1985-02-12,Female,+19475387002,2023-02-05,Active,Product,Sales Representative
Olivia,Wilson,olivia.wilson267@example.com,74717.85,Australia,1973-01-20,Male,+12668212814,2015-07-01,Active,Product,Marketing Analyst
Ava,Miller,ava.miller268@example.com,49122.64,UK,1987-12-31,Female,+14766420937,2020-05-18,Suspended,Human Resources,Software Engineer
Joseph,Lopez,joseph.lopez269@example.com,138529.7,Germany,1976-05-06,Male,+12607579901,2015-06-26,Terminated,Engineering,Product Manager
John,Jackson,john.jackson270@example.com,51883.02,Brazil,1978-04-17,Male,+14980374026,2010-08-03,Active,Product,DevOps Engineer
Isabella,Hernandez,isabella.hernandez271@example.com,122512.83,France,1999-10-04,Female,+14076080696,2016-02-20,Terminated,Quality Assurance,DevOps Engineer
Robert,Gonzalez,robert.gonzalez272@example.com,57436.69,Japan,1994-02-14,Male,+13395064958,2021-04-05,Terminated,Product,Marketing Analyst
Charles,Thomas,charles.thomas273@example.com,98892.18,Germany,1983-01-05,Female,+18821735059,2015-12-02,On Leave,Human Resources,DevOps Engineer
David,Johnson,david.johnson274@example.com,82852.14,Australia,1998-12-26,Other,+18362877850,2023-01-03,Terminated,Engineering,Product Manager
John,Moore,john.moore275@example.com,99680.24,South Africa,1970-01-27,Male,+17763604188,2017-11-13,Terminated,Marketing,Data Scientist
Charles,Brown,charles.brown276@example.com,129413.28,Canada,2000-01-21,Female,+11738561296,2012-06-06,Active,Data,Marketing Analyst
Joseph,Miller,joseph.miller277@example.com,45508.19,Australia,1999-09-08,Male,+14771673506,2020-01-09,On Leave,Marketing,Sales Representative
Isabella,Garcia,isabella.garcia278@example.com,81897.85,Australia,1982-10-23,Male,+11506250061,2023-01-14,On Leave,Quality Assurance,DevOps Engineer
Robert,Johnson,robert.johnson279@example.com,76345.9,Brazil,1995-09-20,Other,+18428842315,2022-06-27,On Leave,Product,HR Specialist
Katie,Hernandez,katie.hernandez280@example.com,148601.73,USA,1996-10-02,Female,+16283324216,2013-09-29,On Leave,Human Resources,Marketing Analyst
Jane,Taylor,jane.taylor281@example.com,149366.02,India,1995-05-19,Other,+15146688158,2010-11-25,Active,Marketing,Software Engineer
Robert,Gonzalez,robert.gonzalez282@example.com,112246.63,Brazil,1974-01-23,Male,+16364029617,2020-05-28,Active,Marketing,Data Scientist
William,Martinez,william.martinez283@example.com,99691.78,France,1979-11-24,Male,+13957870707,2016-02-26,Active,Marketing,DevOps Engineer
Sarah,Taylor,sarah.taylor284@example.com,40078.32,UK,1988-05-28,Male,+15318648240,2021-10-13,On Leave,Product,Software Engineer
Robert,Brown,robert.brown285@example.com,45675.71,Brazil,1989-06-05,Female,+13469192052,2017-03-27,Terminated,Marketing,Sales Representative
David,Lopez,david.lopez286@example.com,61317.19,USA,2000-09-13,Other,+11277831954,2023-06-30,Active,Human Resources,Software Engineer
Alex,Gonzalez,alex.gonzalez287@example.com,144943.48,Japan,1993-12-31,Male,+14437943351,2015-08-20,Active,Data,Sales Representative
Alex,Williams,alex.williams288@example.com,114072.72,USA,1987-09-21,Other,+18667090502,2010-04-05,Active,Data,Marketing Analyst
Isabella,Martin,isabella.martin289@example.com,140443.31,Australia,1988-09-07,Male,+16191691631,2023-08-27,Suspended,Operations,HR Specialist
Sarah,Taylor,sarah.taylor290@example.com,62786.1,Japan,1985-07-12,Male,+18839244227,2015-10-12,Active,Product,Marketing Analyst
Isabella,Rodriguez,isabella.rodriguez291@example.com,120398.76,USA,2000-03-23,Other,+19155303844,2017-10-18,Active,Sales,Data Scientist
Michael,Williams,michael.williams292@example.com,148292.85,South Africa,1971-04-15,Other,+16369901456,2019-01-02,Terminated,Operations,Data Scientist
Sarah,Martinez,sarah.martinez293@example.com,41904.85,France,1985-08-13,Other,+16780572870,2023-02-24,Suspended,Human Resources,Software Engineer
Michael,Gonzalez,michael.gonzalez294@example.com,74114.25,India,1980-08-11,Male,+19714043839,2015-02-28,Terminated,Operations,Software Engineer
Olivia,Johnson,olivia.johnson295@example.com,120564.42,Australia,1988-12-03,Other,+15302203827,2020-11-06,Terminated,Quality Assurance,Product Manager
Robert,Hernandez,robert.hernandez296@example.com,79722.75,India,1985-02-19,Other,+16050112244,2011-11-15,Suspended,Human Resources,Software Engineer
William,Martinez,william.martinez297@example.com,137329.83,Germany,1973-03-01,Female,+19035381502,2016-06-12,Active,Marketing,QA Engineer
Laura,Martin,laura.martin298@example.com,97579.57,Australia,1984-09-01,Male,+15844780593,2014-12-26,Active,Engineering,Marketing Analyst
Michael,Garcia,michael.garcia299@example.com,96511.04,UK,1985-12-22,Female,+12541036867,2017-07-08,Suspended,Sales,Software Engineer
Michael,Taylor,michael.taylor300@example.com,97275.3,Australia,2000-08-01,Other,+11973576631,2023-08-05,Suspended,Marketing,Data Scientist
Emma,Hernandez,emma.hernandez301@example.com,98608.69,UK,1997-03-01,Other,+16308567642,2019-06-08,Terminated,Quality Assurance,Marketing Analyst
Isabella,Smith,isabella.smith302@example.com,142235.0,Germany,1981-07-08,Female,+15524507094,2010-05-10,Active,Marketing,Product Manager
David,Gonzalez,david.gonzalez303@example.com,125016.45,Brazil,1987-12-16,Other,+14684718627,2019-06-12,Suspended,Human Resources,QA Engineer
James,Wilson,james.wilson304@example.com,67415.55,France,1993-03-28,Female,+18430693951,2015-02-21,Active,Operations,DevOps Engineer
James,Martinez,james.martinez305@example.com,51322.11,Brazil,1999-06-10,Other,+16360151644,2016-11-05,Suspended,Operations,Marketing Analyst
Emily,Jones,emily.jones306@example.com,52227.28,Germany,1988-05-07,Female,+15589655810,2012-01-13,On Leave,Engineering,QA Engineer
Alex,Hernandez,alex.hernandez307@example.com,73446.77,France,1972-10-02,Male,+16919013320,2013-12-04,Suspended,Human Resources,Sales Representative
Robert,Miller,robert.miller308@example.com,42946.81,South Africa,1974-10-11,Female,+13230601339,2021-11-22,On Leave,Data,Marketing Analyst
Isabella,Anderson,isabella.anderson309@example.com,45362.64,Germany,1999-12-26,Male,+15222204952,2023-04-26,On Leave,Sales,Software Engineer
Charles,Moore,charles.moore310@example.com,47672.65,Japan,1993-09-27,Other,+14566767894,2022-10-27,Suspended,Product,HR Specialist
William,Lopez,william.lopez311@example.com,43890.2,Japan,1996-06-28,Female,+19054947967,2018-07-30,Terminated,Engineering,Sales Representative
Jane,Brown,jane.brown312@example.com,122053.08,Brazil,1983-02-12,Male,+17102913909,2011-04-02,Active,Product,Product Manager
John,Williams,john.williams313@example.com,48151.6,Canada,1970-08-09,Male,+11939123496,2020-04-29,Terminated,Operations,Software Engineer
Laura,Thomas,laura.thomas314@example.com,65715.01,Australia,1976-10-05,Other,+14464447418,2016-12-29,Active,Operations,Sales Representative
Olivia,Miller,olivia.miller315@example.com,58662.87,France,1993-12-28,Other,+16763649914,2016-04-14,Suspended,Sales,Data Scientist
Joseph,Hernandez,joseph.hernandez316@example.com,146559.1,Canada,1999-08-14,Female,+19306169659,2012-11-29,Suspended,Engineering,Marketing Analyst
Robert,Miller,robert.miller317@example.com,100048.6,South Africa,1986-02-16,Other,+11285355723,2023-09-02,On Leave,Product,Data Scientist
Laura,Lopez,laura.lopez318@example.com,94529.41,Germany,1984-05-07,Female,+19215253514,2015-05-20,Terminated,Operations,HR Specialist
Michael,Martin,michael.martin319@example.com,126450.99,Brazil,1971-08-04,Female,+15600063418,2010-06-07,Suspended,Product,Product Manager
Isabella,Davis,isabella.davis320@example.com,93196.86,Australia,1973-10-11,Other,+18368380510,2012-03-24,Active,Data,DevOps Engineer
James,Gonzalez,james.gonzalez321@example.com,116861.16,South Africa,1997-04-24,Male,+11028345513,2023-10-24,Active,Operations,Software Engineer
Ava,Smith,ava.smith322@example.com,138038.84,Brazil,1998-03-15,Male,+16367050679,2010-11-11,Suspended,Operations,Data Scientist
Jane,Johnson,jane.johnson323@example.com,101992.35,Canada,1980-07-04,Male,+17598901645,2013-07-27,On Leave,Marketing,Sales Representative
Sophia,Miller,sophia.miller324@example.com,52191.21,South Africa,1990-11-29,Male,+13454596019,2012-10-14,Active,Sales,QA Engineer
Sophia,Wilson,sophia.wilson325@example.com,89017.84,France,1995-11-23,Female,+14331195010,2020-10-17,Active,Human Resources,DevOps Engineer
David,Davis,david.davis326@example.com,121503.52,Japan,1979-09-04,Male,+16311650366,2023-10-12,On Leave,Product,Software Engineer
